Image File,Y Channel Value
BookOfMaking.00012.02,219.27069091796875
BookOfMaking.00014.01,91.67141723632812
BookOfMaking.00021.02,226.31191635131836
BookOfMaking.00040.01,233.57927322387695
BookOfMaking.00048.01,241.51012802124023
BookOfMaking.00049.01,240.16034698486328
BookOfMaking.00066.02,123.77769470214844
BookOfMaking.00171.01,228.03059005737305
BookOfMaking.00171.02,229.81751251220703
BookOfMaking.00172.01,220.6595001220703
BookOfMaking.00180.02,216.26601791381836
BuildYourOwnFirstPersonShooterInUnity.00025.01,209.66976928710938
BuildYourOwnFirstPersonShooterInUnity.00043.01,241.93161010742188
BuildYourOwnFirstPersonShooterInUnity.00055.02,121.3744010925293
BuildYourOwnFirstPersonShooterInUnity.00060.01,241.46819686889648
BuildYourOwnFirstPersonShooterInUnity.00078.02,237.72520446777344
BuildYourOwnFirstPersonShooterInUnity.00087.01,227.91217422485352
BuildYourOwnFirstPersonShooterInUnity.00088.01,209.25252532958984
BuildYourOwnFirstPersonShooterInUnity.00104.02,240.33197021484375
BuildYourOwnFirstPersonShooterInUnity.00105.02,237.5213165283203
BuildYourOwnFirstPersonShooterInUnity.00109.01,166.31389236450195
BuildYourOwnFirstPersonShooterInUnity.00125.02,160.08914947509766
CreateGraphicalUserInterfacesWithPython.00031.01,230.17975616455078
CreateGraphicalUserInterfacesWithPython.00049.02,230.3546905517578
CreateGraphicalUserInterfacesWithPython.00072.01,228.59246444702148
CreateGraphicalUserInterfacesWithPython.00090.01,239.07562255859375
CreateGraphicalUserInterfacesWithPython.00099.02,240.1304054260254
CreateGraphicalUserInterfacesWithPython.00103.01,235.28174209594727
CreateGraphicalUserInterfacesWithPython.00104.01,234.2571907043457
CreateGraphicalUserInterfacesWithPython.00126.02,240.05145645141602
CreateGraphicalUserInterfacesWithPython.00148.01,194.05462265014648
EssentialsAIYProjectsVoice.00007.02,219.57651901245117
EssentialsAIYProjectsVoice.00026.02,191.0316925048828
EssentialsAIYProjectsVoice.00063.02,245.70144653320312
GetStartedArduino.00009.02,109.1532096862793
GetStartedArduino.00022.01,223.39883422851562
GetStartedArduino.00049.02,175.34745407104492
GetStartedArduino.00072.02,212.57470703125
GetStartedArduino.00095.02,194.60444259643555
GetStartedArduino.00104.01,212.98248291015625
GetStartedArduino.00148.01,226.45885848999023
GetStartedArduino.00166.02,118.83650970458984
GetStartedArduino.00167.02,123.11703491210938
GetStartedMicroPython.00026.02,230.99180603027344
GetStartedMicroPython.00038.01,223.4711799621582
GetStartedMicroPython.00047.02,238.2924041748047
GetStartedMicroPython.00064.02,236.61664199829102
GetStartedMicroPython.00065.01,243.61896896362305
GetStartedMicroPython.00076.01,242.1103057861328
GetStartedMicroPython.00101.01,184.95820999145508
GetStartedMicroPython.00139.01,191.4883918762207
HackSpace36.00023.01,214.46386337280273
HackSpace36.00029.02,212.9928970336914
HackSpace36.00038.02,90.5670166015625
HackSpace36.00039.02,109.87834548950195
HackSpace36.00043.02,116.87790298461914
HackSpace36.00072.02,240.32257080078125
HackSpace36.00079.01,133.49018096923828
HackSpace36.00089.01,158.0357894897461
HackSpace36.00104.02,208.2348518371582
HackSpace36.00115.01,63.616180419921875
HackSpace37.00004.02,138.34711837768555
HackSpace37.00015.02,107.91175079345703
HackSpace37.00037.01,98.68077850341797
HackSpace37.00062.02,26.701045989990234
HackSpace37.00112.02,230.5873680114746
HackSpace38.00001.02,137.22593307495117
HackSpace38.00063.01,188.81282806396484
HackSpace38.00064.02,121.02284622192383
HackSpace38.00073.02,198.7557601928711
HackSpace38.00077.02,241.07107543945312
HackSpace38.00095.02,205.78755950927734
HackSpace38.00105.02,173.2912368774414
HackSpace38.00112.01,226.47364044189453
HackSpace40.00041.01,151.4919090270996
HackSpace40.00052.02,160.44118118286133
HackSpace40.00060.02,172.14693450927734
HackSpace40.00067.02,189.01307678222656
HackSpace40.00069.01,204.28180313110352
HackSpace40.00077.02,243.1412239074707
HackSpace41.00021.01,131.46123123168945
HackSpace41.00035.02,123.20500564575195
HackSpace41.00046.01,135.3116111755371
HackSpace41.00051.01,152.37003326416016
HackSpace41.00078.01,206.5550537109375
HackSpace42.00007.01,184.34717178344727
HackSpace42.00030.02,234.19873809814453
HackSpace42.00038.01,130.7742805480957
HackSpace42.00049.02,95.95735168457031
HackSpace42.00061.01,98.01237487792969
HackSpace42.00066.01,108.3813591003418
HackSpace42.00088.02,235.99666213989258
HackSpace42.00090.02,220.8952178955078
HackSpace42.00116.02,104.37431335449219
HackSpace43.00014.01,223.9720458984375
HackSpace43.00023.01,139.40447235107422
HackSpace43.00023.02,240.5586814880371
HackSpace43.00029.02,193.2524185180664
HackSpace43.00035.01,202.74824905395508
HackSpace43.00047.01,134.8702621459961
HackSpace43.00047.02,123.23554229736328
HackSpace43.00057.02,147.5056915283203
HackSpace43.00059.02,191.3804473876953
HackSpace43.00064.01,167.76368713378906
HackSpace43.00065.02,190.56109237670898
HackSpace43.00071.02,224.78511428833008
HackSpace43.00102.01,110.07575225830078
HackSpace43.00109.01,172.74035263061523
HackSpace43.00110.02,199.66898727416992
HackSpace44.00011.02,77.96349334716797
HackSpace44.00023.01,151.94544219970703
HackSpace44.00023.02,99.47361373901367
HackSpace44.00024.02,177.00724411010742
HackSpace44.00064.01,195.2561264038086
HackSpace44.00078.01,231.14678955078125
HackSpace44.00101.01,236.78147888183594
HackSpace44.00109.01,168.44300079345703
HackSpace44.00114.01,120.19639587402344
HackSpace45.00044.02,158.4081039428711
HackSpace46.00056.02,106.06996154785156
HackSpace46.00075.02,227.4961051940918
HackSpace46.00078.02,239.0326805114746
HackSpace46.00104.02,131.75785064697266
HackSpace46.00107.01,157.44401168823242
HackSpace47.00006.01,146.56200408935547
HackSpace47.00024.02,97.74806594848633
HackSpace47.00074.01,232.44345474243164
HackSpace47.00097.02,234.17338943481445
HackSpace47.00110.01,231.7282257080078
HackSpace50.00001.01,123.45066833496094
HackSpace50.00001.02,91.09292221069336
HackSpace50.00018.02,209.66448974609375
HackSpace50.00070.02,96.69049072265625
HackSpace50.00085.01,231.29029846191406
HackSpace50.00099.02,239.61630249023438
HackSpace50.00113.02,190.15939331054688
HackSpace51.00018.01,232.82183837890625
HackSpace51.00027.01,181.19448471069336
HackSpace51.00054.01,215.03218460083008
HackSpace51.00072.02,201.95600128173828
HackSpace51.00102.02,180.32798767089844
MagPi046.00093.02,175.09454727172852
MagPi047.00011.02,143.50416564941406
MagPi047.00020.02,73.8775520324707
MagPi047.00027.01,107.09659576416016
MagPi047.00048.02,233.03664016723633
MagPi047.00054.01,199.55900192260742
MagPi047.00063.02,215.18186950683594
MagPi048.00004.01,149.94255828857422
MagPi048.00012.01,195.1137351989746
MagPi048.00013.01,208.30633926391602
MagPi048.00037.01,145.12422561645508
MagPi048.00047.01,227.13628387451172
MagPi048.00090.02,177.2067756652832
MagPi048.00096.02,237.08510971069336
MagPi049.00091.02,164.27764129638672
MagPi050.00034.01,96.50169372558594
MagPi050.00055.02,239.42927932739258
MagPi050.00058.02,243.01552200317383
MagPi050.00084.01,192.73878860473633
MagPi050.00099.02,240.38614654541016
MagPi051.00016.01,97.89871597290039
MagPi051.00040.02,205.1403694152832
MagPi051.00057.02,241.99854278564453
MagPi051.00067.02,55.86200714111328
MagPi051.00078.01,220.06867599487305
MagPi051.00079.02,190.67998504638672
MagPi051.00086.01,176.15813064575195
MagPi052.00002.01,163.17252349853516
MagPi052.00004.02,141.71128463745117
MagPi052.00058.02,220.91559982299805
MagPi052.00066.02,97.30065155029297
MagPi056.00035.01,80.30704879760742
MagPi056.00048.02,179.02059173583984
MagPi056.00074.01,212.11363220214844
MagPi056.00075.01,183.1524658203125
MagPi056.00088.02,157.39347076416016
MagPi056.00094.02,201.10761642456055
MagPi057.00043.01,176.32626342773438
MagPi057.00052.01,195.29669570922852
MagPi057.00057.02,199.8354148864746
MagPi058.00031.02,243.15371704101562
MagPi058.00072.01,193.06260299682617
MagPi058.00073.02,214.96408462524414
MagPi058.00074.02,94.67365264892578
MagPi058.00082.02,212.16205978393555
MagPi058.00098.02,235.15039825439453
MagPi059.00012.01,164.16922760009766
MagPi059.00013.01,162.6587677001953
MagPi059.00019.01,191.84986114501953
MagPi059.00035.02,184.35408782958984
MagPi059.00037.01,140.3055305480957
MagPi059.00067.01,155.99674606323242
MagPi060.00027.01,184.3631477355957
MagPi060.00040.02,168.83700942993164
MagPi060.00048.02,237.41544723510742
MagPi060.00068.01,191.36000061035156
MagPi060.00095.01,187.56175994873047
MagPi061.00010.01,208.78926467895508
MagPi061.00014.02,162.44170379638672
MagPi061.00034.02,53.897239685058594
MagPi061.00065.01,207.81629180908203
MagPi061.00074.02,235.05820846557617
MagPi061.00080.01,202.73062896728516
MagPi061.00081.02,217.8050765991211
MagPi061.00085.01,172.95234298706055
MagPi062.00008.01,190.47864151000977
MagPi062.00066.01,80.23884201049805
MagPi062.00081.01,210.50935745239258
MagPi063.00001.01,119.46290969848633
MagPi063.00007.01,187.85070037841797
MagPi063.00038.02,221.2166290283203
MagPi063.00044.02,233.55504989624023
MagPi063.00057.02,197.20706939697266
MagPi063.00079.02,236.06588745117188
MagPi063.00083.01,207.1683692932129
MagPi064.00059.01,163.2399139404297
MagPi064.00075.01,177.44851684570312
MagPi065.00025.02,103.13759231567383
MagPi065.00027.02,104.20577621459961
MagPi065.00029.01,191.42139434814453
MagPi065.00070.01,217.77466583251953
MagPi065.00074.02,223.91062927246094
MagPi065.00075.01,184.91777801513672
MagPi065.00084.01,165.71011352539062
MagPi066.00008.02,223.04059600830078
MagPi066.00023.01,55.66685104370117
MagPi066.00023.02,84.30094528198242
MagPi066.00044.01,214.96735382080078
MagPi066.00065.02,132.27670288085938
MagPi067.00028.01,120.1108169555664
MagPi067.00031.02,122.59329605102539
MagPi067.00057.02,185.23728942871094
MagPi067.00071.02,217.85637664794922
MagPi067.00083.02,216.07145309448242
MagPi067.00097.01,184.52635192871094
MagPi068.00005.02,208.4659881591797
MagPi068.00026.01,85.31859588623047
MagPi068.00027.01,107.98458862304688
MagPi068.00048.01,216.2803955078125
MagPi068.00069.01,180.58901977539062
MagPi068.00079.02,181.42676162719727
MagPi068.00092.02,190.3078269958496
MagPi068.00098.02,234.98586654663086
MagPi070.00014.01,229.5030746459961
MagPi070.00035.02,132.5391387939453
MagPi070.00042.01,227.85415649414062
MagPi070.00052.02,222.19605255126953
MagPi070.00057.02,196.49956512451172
MagPi070.00067.01,209.53831481933594
MagPi071.00041.02,207.50152587890625
MagPi071.00051.02,235.03314208984375
MagPi071.00058.01,230.79214096069336
MagPi072.00040.01,233.23469161987305
MagPi072.00042.02,169.9208755493164
MagPi072.00043.01,228.63684844970703
MagPi072.00059.01,212.32281875610352
MagPi072.00063.01,170.9496612548828
MagPi072.00086.01,148.0958366394043
MagPi073.00003.01,217.5830841064453
MagPi073.00018.01,185.58220672607422
MagPi073.00028.02,58.200714111328125
MagPi073.00065.01,108.10502243041992
MagPi073.00067.01,134.5576400756836
MagPi073.00084.01,160.81540298461914
MagPi074.00009.02,84.62100982666016
MagPi074.00018.01,178.4707374572754
MagPi074.00036.01,242.01961135864258
MagPi074.00047.02,223.92704010009766
MagPi074.00073.02,94.13051223754883
MagPi075.00004.02,141.83595657348633
MagPi075.00039.02,81.57825469970703
MagPi076.00038.01,175.20910263061523
MagPi077.00001.02,164.8799934387207
MagPi077.00010.01,228.74528121948242
MagPi077.00047.01,245.24505615234375
MagPi077.00055.01,242.67827987670898
MagPi077.00057.01,215.11357498168945
MagPi079.00011.01,237.6257209777832
MagPi079.00017.02,152.94350051879883
MagPi079.00062.02,241.3768310546875
MagPi079.00071.01,234.92094039916992
MagPi079.00097.02,107.79888153076172
MagPi086.00019.01,152.11383056640625
MagPi086.00022.02,130.4595069885254
MagPi086.00028.01,203.66870498657227
MagPi086.00031.02,195.9160919189453
MagPi086.00054.01,242.15155029296875
MagPi086.00075.01,105.51986694335938
MagPi089.00017.01,135.9423713684082
MagPi089.00019.01,183.63228225708008
MagPi089.00027.01,160.58944702148438
MagPi089.00046.02,238.92642974853516
MagPi089.00057.01,242.07448959350586
MagPi089.00064.02,224.78293991088867
MagPi089.00074.02,211.3291778564453
MagPi089.00075.01,158.79726791381836
MagPi089.00090.02,234.2116813659668
MagPi091.00003.01,239.2133445739746
MagPi091.00008.02,221.46532821655273
MagPi091.00023.02,217.82709121704102
MagPi091.00040.01,108.82998275756836
MagPi091.00063.01,104.85082244873047
MagPi091.00067.02,176.13775634765625
MagPi092.00051.02,234.26145935058594
MagPi092.00058.02,149.7303695678711
MagPi092.00078.01,239.1531639099121
MagPi092.00083.02,234.11357879638672
MagPi093.00003.02,210.72143173217773
MagPi093.00008.01,134.36856079101562
MagPi093.00085.02,233.46378326416016
MagPi094.00028.02,190.08644485473633
MagPi094.00060.01,193.79466247558594
MagPi095.00007.01,110.7789077758789
MagPi095.00028.01,131.0621566772461
MagPi095.00045.02,237.45476913452148
MagPi096.00009.02,201.37806701660156
MagPi096.00098.01,233.97748184204102
MagPi097.00008.02,226.42974853515625
MagPi097.00015.02,176.22272491455078
MagPi097.00034.02,201.47816848754883
MagPi097.00047.02,210.57897186279297
MagPi097.00062.01,236.4551887512207
MagPi097.00081.01,211.75885391235352
MagPi097.00098.01,233.7513771057129
MagPi098.00010.02,208.2347869873047
MagPi098.00020.02,209.45331954956055
MagPi098.00024.01,222.0846061706543
MagPi098.00032.01,134.97219848632812
MagPi098.00036.02,223.37899017333984
MagPi098.00038.01,183.42864990234375
MagPi098.00045.01,83.7703628540039
MagPi098.00069.01,164.26239776611328
MagPi098.00074.01,221.28998565673828
MagPi098.00094.01,157.41261291503906
MagPi099.00003.01,239.53295516967773
MagPi099.00009.02,226.67885208129883
MagPi099.00026.01,238.11395645141602
MagPi099.00027.02,115.5831413269043
MagPi099.00036.01,187.6456413269043
MagPi099.00090.01,214.5751075744629
MagPi100.00009.02,235.65690994262695
MagPi100.00013.02,147.58189010620117
MagPi100.00045.01,217.54761123657227
MagPi100.00049.01,194.9718132019043
MagPi100.00088.02,194.43073654174805
MagPi100.00090.01,232.27253341674805
MagPi100.00096.02,236.23594284057617
MagPi101.00019.01,131.88874435424805
MagPi101.00048.01,207.84170532226562
MagPi101.00060.01,156.41362380981445
MagPi101.00088.02,191.96938705444336
MagPi101.00099.01,164.7612190246582
MagPi103.00042.02,232.20757675170898
MagPi103.00069.02,124.17406845092773
MagPi103.00089.01,176.82685470581055
MagPi104.00015.02,69.89662551879883
MagPi104.00080.01,233.84524536132812
MagPi104.00093.02,235.40726852416992
MagPi105.00003.01,230.64843368530273
MagPi105.00036.01,66.18796920776367
MagPi105.00042.02,238.85481643676758
MagPi105.00063.01,215.6456413269043
MagPi105.00079.01,216.91482543945312
MagPi105.00088.01,226.67889785766602
MagPi105.00091.02,228.3949089050293
MagPi106.00030.02,215.48538208007812
MagPi106.00031.01,157.33094024658203
MagPi106.00032.01,247.69372940063477
MagPi106.00045.01,243.7544403076172
MagPi106.00062.02,232.76533126831055
MagPi106.00090.01,237.8691749572754
MagPi107.00009.02,228.5515480041504
MagPi107.00020.02,176.10772705078125
MagPi107.00026.01,237.9765167236328
MagPi108.00011.02,165.12997436523438
MagPi108.00033.02,82.50334167480469
MagPi108.00045.01,152.72170639038086
MagPi108.00061.02,219.2227439880371
MagPi108.00067.01,166.5860366821289
MagPi108.00072.01,195.44392776489258
MagPi108.00078.01,197.55107498168945
MagPi110.00029.01,225.90524673461914
MagPi110.00060.02,191.7535285949707
MagPi110.00061.01,77.17235565185547
MagPi110.00076.01,240.17011260986328
MagPi110.00077.02,180.54274368286133
MagPi110.00099.01,60.971736907958984
MagPi112.00022.02,209.32656478881836
MagPi112.00024.01,234.52019882202148
MagPi112.00035.02,121.4004020690918
MagPi112.00044.01,239.75164413452148
MagPi112.00058.02,132.36923217773438
MagPi112.00064.02,115.0974235534668
MagPi112.00083.02,223.3493423461914
MagPi112.00088.01,247.2093963623047
MagPi113.00002.01,96.79138565063477
MagPi113.00019.01,126.01628112792969
MagPi113.00038.01,194.61147689819336
MagPi113.00045.01,238.75314331054688
MagPi113.00053.01,221.99904251098633
MagPi113.00062.02,232.6927146911621
MagPi113.00064.02,141.85690689086914
MagPi113.00072.01,123.84013748168945
MagPi113.00077.02,66.49108505249023
MagPi113.00087.02,213.12765502929688
RaspberryPiBeginnersGuide4thEdition.00027.02,236.56986618041992
RaspberryPiBeginnersGuide4thEdition.00030.02,243.98187255859375
RaspberryPiBeginnersGuide4thEdition.00047.01,243.61659622192383
RaspberryPiBeginnersGuide4thEdition.00049.01,222.51197814941406
RaspberryPiBeginnersGuide4thEdition.00056.01,225.09659957885742
RaspberryPiBeginnersGuide4thEdition.00116.02,231.15196990966797
RaspberryPiBeginnersGuide4thEdition.00120.01,224.42861557006836
RaspberryPiBeginnersGuide4thEdition.00128.02,231.40371322631836
RaspberryPiBeginnersGuide4thEdition.00132.02,236.6416130065918
RaspberryPiBeginnersGuide4thEdition.00152.01,233.3426399230957
RaspberryPiBeginnersGuide4thEdition.00179.01,215.01332473754883
RaspberryPiBeginnersGuide4thEdition.00208.02,240.80565643310547
RaspberryPiBeginnersGuide4thEdition.00215.02,237.94979095458984
RaspberryPiBeginnersGuide4thEdition.00235.01,195.27568817138672
RaspberryPiCameraGuide.00021.01,223.44448852539062
RaspberryPiCameraGuide.00025.01,224.59012603759766
RaspberryPiCameraGuide.00040.02,230.30529403686523
RaspberryPiCameraGuide.00054.02,232.31190490722656
RaspberryPiCameraGuide.00062.02,226.04376602172852
RaspberryPiCameraGuide.00090.02,208.78133010864258
RaspberryPiCameraGuide.00107.02,244.5398712158203
RaspberryPiCameraGuide.00111.01,218.86527633666992
RaspberryPiCameraGuide.00116.02,244.78175735473633
TheOfficialRaspberryPiHandbook2022.00015.02,100.7825927734375
TheOfficialRaspberryPiHandbook2022.00036.01,111.49263763427734
TheOfficialRaspberryPiHandbook2022.00041.02,135.88774871826172
TheOfficialRaspberryPiHandbook2022.00186.01,235.15485382080078
TheOfficialRaspberryPiHandbook2022.00191.02,211.48676300048828
WearableTechProjects.00117.02,234.67276763916016
WearableTechProjects.00131.01,154.22008895874023
WearableTechProjects.00139.02,232.98966217041016
WearableTechProjects.00147.02,235.5243911743164
WearableTechProjects.00157.01,128.7016143798828
Wireframe46.00001.02,119.63060760498047
Wireframe46.00045.02,106.65189743041992
Wireframe46.00067.01,236.87108993530273
Wireframe46.00115.01,124.07518768310547
Wireframe47.00018.01,185.40242385864258
Wireframe47.00041.01,169.90984344482422
Wireframe47.00101.02,220.45296096801758
Wireframe48.00058.02,162.0201759338379
Wireframe48.00067.02,202.81780242919922
Wireframe48.00086.01,148.1521224975586
Wireframe48.00091.01,222.5204315185547
Wireframe48.00102.01,168.47825241088867
Wireframe50.00018.01,215.34231567382812
Wireframe50.00022.02,187.23770904541016
Wireframe50.00052.01,217.02153778076172
Wireframe50.00078.02,233.53900909423828
Wireframe50.00107.02,150.00218963623047
Wireframe50.00111.02,216.23650360107422
Wireframe51.00015.02,112.67374420166016
Wireframe51.00018.02,124.89189529418945
Wireframe51.00019.01,141.94493865966797
Wireframe51.00024.01,164.08508682250977
Wireframe51.00061.01,223.09664916992188
Wireframe51.00098.01,137.0922088623047
Wireframe51.00107.02,105.97947692871094
Wireframe51.00114.02,116.03498458862305
Wireframe53.00006.01,139.5656394958496
Wireframe53.00041.01,187.02699661254883
Wireframe53.00067.02,233.26357650756836
Wireframe53.00102.01,202.31389999389648
Wireframe53.00104.01,222.09690856933594
Wireframe53.00113.01,132.57966995239258
Wireframe56.00006.02,145.89891815185547
Wireframe56.00022.01,184.2418556213379
Wireframe56.00031.01,109.43314361572266
Wireframe56.00032.01,94.48419952392578
Wireframe56.00049.02,129.35150146484375
Wireframe56.00059.02,227.01682662963867
Wireframe57.00004.01,121.41413879394531
Wireframe57.00016.02,182.72508239746094
Wireframe57.00027.02,171.28425216674805
Wireframe57.00030.02,119.1451416015625
Wireframe57.00105.02,203.81439208984375
Wireframe57.00108.02,170.63419723510742
scanner01_029,238.96916961669922
scanner01_034,234.80517196655273
scanner01_067,156.17665481567383
scanner01_090,233.40531158447266
scanner01_170,234.35158920288086
scanner02_020,215.03845977783203
scanner02_030,202.7632942199707
scanner02_059,190.4827423095703
scanner02_085,227.8961524963379
scanner02_165,209.3119888305664
scanner03_000,241.76004028320312
scanner03_113,179.06776428222656
scanner04_013,238.41172790527344
scanner04_046,181.81634140014648
scanner04_056,145.58201217651367
scanner04_110,171.54538345336914
scanner04_127,147.36052322387695
